id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
164056,Chandon de Briailles Corton Clos du Roi Grand Cru,도멘 샹동 드 브리아이 Domaine Chandon de Briailles,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 본 Cote de Beaune,알록스-꼬르통 Aloxe-Corton,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,550000.0,2015.0,750.0
164433,"Charles Dufour, Bulles de Comptoir #6 La Benjamine 2.0 Extra Brut",샴페인 샤를 뒤푸 Champagne Charles Dufour,프랑스 France,샹파뉴 Champagne,,,,Pinot Noir,Chardonnay,Pinot Blanc,,,,,,,,,,Sparkling,Appetizer,,,SWEET1,ACIDITY5,BODY2,TANNIN1,155000.0,,750.0
142130,"Pirramimma, Stock's Hill Cabernet Sauvignon",파라미마 Pirramimma,호주 Australia,사우스 오스트레일리아 South Australia,맥라렌 베일 McLaren Vale,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,47000.0,2004.0,750.0
165582,"Hugh Hamilton, 'The Scallywag' Chardonnay",휴 해밀턴 Hugh Hamilton,호주 Australia,사우스 오스트레일리아 South Australia,애들레이드 힐즈 Adelaide Hills,,,Chardonnay,,,,,,,,,,,,White,Table,13,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,61000.0,2019.0,750.0
146380,"Grant Burge, Thorn Riesling",그랜트 버지 Grant Burge,호주 Australia,사우스 오스트레일리아 South Australia,에덴 밸리 Eden Valley,,,Riesling,,,,,,,,,,,,White,Table,12~13,9~11,SWEET1,ACIDITY3,BODY3,TANNIN1,70000.0,2018.0,750.0
165566,Cappone Chianti Classico,빌라 칼치나이아 Villa Calcinaia,이탈리아 Italy,토스카나 Toscana,키안티 Chianti,,,Sangiovese,,,,,,,,,,,,Red,Table,14.5,15~18,SWEET1,ACIDITY3,BODY3,TANNIN3,65000.0,2016.0,750.0
148380,"De Bortoli, Selection Shiraz Cabernet",드 보톨리 De Bortoli,호주 Australia,Syrah & Shiraz,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,28000.0,2012.0,750.0
138429,"Collin Bourisset, Brouilly Domaine Granits Bleus",콜린 부리셋 Collin Bourisset,프랑스 France,부르고뉴 Bourgogne,보졸레 Beaujolais,,,Gamay,,,,,,,,,,,,Red,Table,13,14~16,SWEET1,ACIDITY4,BODY2,TANNIN2,33000.0,2004.0,750.0
143506,"Badia Coltibuono, Cetamura Chianti",바디아 아 꼴띠부오노 Badia a Coltibuono,이탈리아 Italy,토스카나 Toscana,키안티 Chianti,,,Sangiovese,Canaiolo,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,55000.0,2010.0,750.0
138447,"Mahler Besse, Oro Seleccion",말레 베스 Mahler Besse,스페인 Spain,토로 Toro,,,,Tinta de Toro,,,,,,,,,,,,Red,Table,14,17~19,SWEET1,ACIDITY3,BODY4,TANNIN3,67000.0,2006.0,750.0
160819,Dos,라파엘 깜브라 Rafael Cambra,스페인 Spain,발렌시아 Valencia,,,,Cabernet Sauvignon,Cabernet Franc,Monastrell,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,45000.0,2013.0,750.0
149629,Chateau Franquinotte,샤또 프랑끼노뜨 Chateau Franquinotte,프랑스 France,보르도 Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,15000.0,2008.0,750.0
153758,"Sine Qua Non, The Duel Grenache",씨네 쿼 넌 Sine Qua Non,미국 U.S.A,캘리포니아 California,,,,Grenache,Syrah & Shiraz,Viognier,Rousaanne,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,2450000.0,2008.0,750.0
154433,"Steven Kent, Ritz Cuvee Chardonnay",스티븐 켄트 와이너리 Steven Kent Winery,미국 U.S.A,캘리포니아 California,앨러미다 카운티 Alameda County,리버모어 밸리 Livermore Valley,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN1,40000.0,2011.0,750.0
152653,"Dalla Valle, Maya",달라 발레 Dalla Valle,미국 U.S.A,캘리포니아 California,나파 카운티 Napa County,나파 밸리 Napa Valley,,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,820000.0,2009.0,750.0
147440,"Casa del Coppiere, Nero d'Avola",쉥크 이탈리안 와이너리즈 Schenk Italian Wineries,이탈리아 Italy,시칠리아 Sicilia,,,,Nero d'Avola,,,,,,,,,,,,Red,Table,12~13,15~16,SWEET1,ACIDITY3,BODY3,TANNIN3,26000.0,2016.0,750.0
144277,"Domaine David Duband, Vosne Romanee 1er Cru 'Les Beaumonts'",도멘 데이빗 더반 Domaine David Duband,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 뉘 Cote de Nuits,본-로마네 Vosne-Romanee,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,230000.0,2004.0,750.0
162005,"Champagne de Venoge, Princes Blanc de Blancs",샴페인 드 브노쥬 Champagne de Venoge,프랑스 France,샹파뉴 Champagne,,,,Chardonnay,,,,,,,,,,,,Sparkling,"Appetizer, Table",12,6~8,SWEET1,ACIDITY4,BODY3,TANNIN1,325000.0,,750.0
149251,"Egly Ouriet, Grand Cru Millesime",에글리 우리에 Egly-Ouriet,프랑스 France,샹파뉴 Champagne,,,,Chardonnay,,,,,,,,,,,,Sparkling,Table,12.5,7~9,SWEET1,ACIDITY4,BODY4,TANNIN1,600000.0,1999.0,750.0
163509,"Le Monde, Pinot Grigio",르 몽드 Le Monde,이탈리아 Italy,프리울리 베네찌아 줄리아 Friuli Venezia Giulia,,,,Pinot Grigio,,,,,,,,,,,,White,Table,13,8~10,SWEET1,ACIDITY4,BODY3,TANNIN1,72000.0,2018.0,750.0
160000,"Piccini, Memoro Black",피치니 Piccini,이탈리아 Italy,,,,,Sangiovese,Aglianico,Cabernet Sauvignon,Nero d'Avola,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,35000.0,2012.0,750.0
144230,"Meo Camuzet, Marsannay",도멘 메오 까뮈제 Domaine Meo Camuzet,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 뉘 Cote de Nuits,막사네 Marsannay,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN2,105000.0,2017.0,750.0
138458,Solente Malbec,솔렌테 Solente,칠레 Chile,라펠 밸리 Rapel Valley,,,,Malbec,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13.5,17~19,SWEET1,ACIDITY3,BODY5,TANNIN4,130000.0,1999.0,750.0
146456,"Vina Maipo, Chardonnay Reserva",비냐 마이포 Vina Maipo,칠레 Chile,센트럴 밸리 Central Valley,,,,Chardonnay,,,,,,,,,,,,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,33000.0,2010.0,750.0
164515,"Zardetto, Porta Monticano",자르데또 Zardetto,이탈리아 Italy,베네토 Veneto,,,,Glera,Incrocio Manzoni,Boschera,Verdiso,,,,,,,,,Sparkling,Appetizer,11,6~8,SWEET1,ACIDITY3,BODY1,TANNIN1,29000.0,,750.0
138213,"Louis Jadot, Pouilly-Fuisse",루이 자도 Louis Jadot,프랑스 France,부르고뉴 Bourgogne,마꼬네 Maconnais,뿌이-퓌세 Pouilly-Fuisse,,Chardonnay,,,,,,,,,,,,White,Table,13,10~12,SWEET1,ACIDITY5,BODY3,TANNIN1,59000.0,2014.0,750.0
147010,"Concha y Toro, Gran Reserva Cabernet Sauvignon",콘차이 토로 Concha y Toro,칠레 Chile,라펠 밸리 Rapel Valley,,,,Cabernet Sauvignon,Carmenere,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,60000.0,2016.0,750.0
160835,"Thummerer, Cabernet Franc Selection ",투메레르 Thummerer,헝가리 Hungary,더 노스이스트 The Northeast,에게르 Eger,,,Cabernet Franc,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,75000.0,2007.0,750.0
150519,"Cousino Macul, Antiguas Reservas Chardonnay",쿠지노 마쿨 Cousino Macul,칠레 Chile,마이포 밸리 Maipo Valley,,,,Chardonnay,,,,,,,,,,,,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,40000.0,2015.0,750.0
155533,"La Croisade, Cabernet Syrah",엘지아이 와인 LGI Wines,프랑스 France,서던 프랑스 Southern France,랑그독 루씨용 Languedoc Roussillon,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,39000.0,2019.0,750.0
148192,"Crane Lake, Cabernet Sauvignon",크레인 레이크 Crane Lake,미국 U.S.A,Cabernet Sauvignon,,,,,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,22000.0,2009.0,750.0
159214,Golden Spiral Ice,골든 스파이럴 아이스 Golden Spiral Ice,독일 Germany,라인헤센 Rheinhessen,,,,Riesling,Silvaner,,,,,,,,,,,White,Table,10,6~8,SWEET5,ACIDITY3,BODY4,TANNIN1,60000.0,,375.0
148463,Mapu Cabernet Sauvignon,바롱 필립 드 로칠드 Baron Philippe de Rothschild,칠레 Chile,마이포 밸리 Maipo Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,25000.0,2013.0,750.0
160489,"Domaine Robert Groffier, Bourgogne Passetoutgrain",도멘 로베르트 그로피에 Domaine Robert Groffier,프랑스 France,부르고뉴 Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,12~13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN2,120000.0,2015.0,750.0
146604,"Santa Margherita, Estates Selection Shiraz",산타 마게리타 Santa Margherita,이탈리아 Italy,시칠리아 Sicilia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14,18~20,SWEET1,ACIDITY3,BODY4,TANNIN3,72000.0,2006.0,750.0
166571,"Domaine Gadias, Les Perrieres Monopole",도멘 갸데 Domaine Gadias,프랑스 France,루아르 Loire,,,,Melon de Bourgogne,,,,,,,,,,,,White,"Appetizer, Table",12~13,8~10,SWEET2,ACIDITY4,BODY3,TANNIN1,83000.0,2016.0,750.0
151045,Big House The Usual suspect Cabernet Sauvignon,빅하우스 Big House,미국 U.S.A,캘리포니아 California,앨러미다 카운티 Alameda County,,,Cabernet Sauvignon,Grenache,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,35000.0,2012.0,750.0
145424,Gruener veltliner,골저 Golser,오스트리아 Austria,부르겐란트 Burgenland,노이지들러제 Neusiedlersee,,,Gruner Veltliner,,,,,,,,,,,,White,Table,12,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,35000.0,2010.0,750.0
161675,"Domaine Felettig, Morey Saint Denis V. V",길버트&크리스틴 펠레티그  Gilbert et Christine Felettig,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 뉘 Cote de Nuits,모레이 생 드니 Morey-St-Denis,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,156000.0,2014.0,750.0
152064,"Nicolas Potel, Echezeaux Grand Cru",니꼴라 뽀뗄 Maison Nicolas Potel,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 뉘 Cote de Nuits,본-로마네 Vosne-Romanee,,Pinot Noir,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,500000.0,2007.0,750.0
148068,"Rosemount, Ryecroft Shiraz",로즈마운트 Rosemount,호주 Australia,사우스 오스트레일리아 South Australia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,22000.0,2008.0,750.0
138417,"Altiplano, Gran Reserva Chardonnay",알티플라노 Altiplano,칠레 Chile,센트럴 밸리 Central Valley,,,,Chardonnay,,,,,,,,,,,,White,Table,13,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,45000.0,2005.0,750.0
149171,"Henri Boillot, Puligny Montrache 1er Cru 'Clos de La Mouchere'",메종 앙리 부아이요 Maison Henri Boillot,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 본 Cote de Beaune,쀨리니-몽라셰 Puligny-Montrachet,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN1,279000.0,2007.0,750.0
162333,Ethos Reserve Cabernet Sauvignon,샤토 생 미셸 Chateau Ste. Michelle,미국 U.S.A,워싱턴주 Washington State,콜롬비아 밸리 Columbia Valley,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,140000.0,2013.0,750.0
138507,"Bond, Melbury",본드 에스테이트 Bond Estates,미국 U.S.A,캘리포니아 California,나파 카운티 Napa County,나파 밸리 Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN5,1980000.0,2016.0,750.0
153913,"Textbook, Mise en Place Oakville",텍스트북 Textbook,미국 U.S.A,캘리포니아 California,나파 카운티 Napa County,오크빌 Oakville,,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN5,200000.0,2016.0,750.0
140054,"La Roccaccia, Sovana",라 로까씨아 La Roccaccia,이탈리아 Italy,토스카나 Toscana,,,,Blend,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,42000.0,2008.0,750.0
152203,"Morande, Pionero Reserva Cabernet Sauvignon ",비냐 모란데 Vina Morande,칠레 Chile,마이포 밸리 Maipo Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,35000.0,2017.0,750.0
157392,"Powers, Syrah",파워스 와이너리  Powers Winery,미국 U.S.A,워싱턴주 Washington State,콜롬비아 밸리 Columbia Valley,,,Syrah & Shiraz,Viognier,Cabernet Sauvignon,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,60000.0,2013.0,750.0
167432,"Lignier Michelot, Morey Saint Denis 1er cru Les Chenevery ",도멘 리니에 미쉘로 Domaine Lignier Michelot,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 뉘 Cote de Nuits,모레이 생 드니 Morey-St-Denis,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,370000.0,2016.0,750.0
163195,Chateau Cascadais,필립프 꾸리안 Philippe Courrian,프랑스 France,서던 프랑스 Southern France,랑그독 루씨용 Languedoc Roussillon,꼬르비에르 Corbieres,,Carignan,Syrah & Shiraz,Grenache,mourvedre,Cinsault,,,,,,,,Red,Table,13~14,17~19,SWEET1,ACIDITY3,BODY4,TANNIN3,50000.0,2013.0,750.0
150229,Chono Reserva Cabernet Sauvignon,지이오 와인즈 GEO Wines,칠레 Chile,마이포 밸리 Maipo Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,35000.0,2009.0,750.0
161850,Leonardo Brunello di Montalcino,칸티네 레오나르도 다 빈치 Cantine Leonardo Da Vinci,이탈리아 Italy,토스카나 Toscana,몬탈치노 Montalcino,,,Sangiovese,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,110000.0,2012.0,750.0
148802,"Hillinger, Small Hill Red",바인굿 레오 힐링어 Weingut Leo Hillinger,오스트리아 Austria,부르겐란트 Burgenland,노이지들러제 Neusiedlersee,,,Pinot Noir,St. Laurent,Merlot,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,65000.0,2007.0,750.0
168066,"Pyros, Single Vineyard Block No.4 Malbec",파이로스 Pyros,아르헨티나 Argentina,산 후안 San Juan,,,,Malbec,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,120000.0,2015.0,750.0
166503,"Villa Da Vinci, Santo Ippolito",칸티네 레오나르도 다 빈치 Cantine Leonardo Da Vinci,이탈리아 Italy,토스카나 Toscana,,,,Sangiovese,Merlot,Syrah & Shiraz,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,100000.0,2018.0,750.0
144406,"Domaine Roulot, Auxey Duresses 1er Cru",도멘 루루 Domaine Roulot,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 본 Cote de Beaune,오쎄-뒤레쓰 Auxey-Duresses,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,91000.0,2003.0,750.0
164125,"Dhondt-Grellet, Les Nogers Blanc de Blancs Extra Brut 1er Cru",동 그레예 Dhondt-Grellet,프랑스 France,샹파뉴 Champagne,,,,Chardonnay,,,,,,,,,,,,Sparkling,Appetizer,,,SWEET1,ACIDITY5,BODY2,TANNIN1,182000.0,2012.0,750.0
167740,The Gosling Shiraz,슈베르트 이스테이트 Schubert Estate,호주 Australia,사우스 오스트레일리아 South Australia,바로사 밸리 Barossa Valley,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,185000.0,2015.0,750.0
137382,"Matua, Marlborough Pinot Noir",마투아 Matua,뉴질랜드 New Zealand,사우스 아일랜드 South Island,말보로 Marlborough,,,Pinot Noir,,,,,,,,,,,,Red,Table,12~13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN2,50000.0,2017.0,750.0
159980,Dom Riesling Trocken,비셰프리헤스 바인구터  Bischofliche Weinguter,독일 Germany,모젤-자르-루버 Mosel-Saar-Ruwer,,,,Riesling,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN1,17800.0,2014.0,750.0
156103,Soho White Collection Sauvignon Blanc,소호 Soho,뉴질랜드 New Zealand,사우스 아일랜드 South Island,말보로 Marlborough,,,Sauvignon blanc,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY3,BODY2,TANNIN1,54000.0,2018.0,750.0
166552,"Ca'di Rajo, Prosecco Brut",까디라오 Ca’di Rajo Wines,이탈리아 Italy,베네토 Veneto,,,,Glera,,,,,,,,,,,,Sparkling,Appetizer,11~12,6~8,SWEET1,ACIDITY4,BODY1,TANNIN1,39000.0,,750.0
167462,Brass Tacks Chardonnay,와인 스팟스 Wine Spots,미국 U.S.A,캘리포니아 California,,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13~14,8~10,SWEET1,ACIDITY3,BODY2,TANNIN1,85000.0,2018.0,750.0
155882,Chateau Les Jourdis Blanc,베르나르 마그레이즈  Bernard Magrez,프랑스 France,보르도 Bordeaux,,,,Semillon,Sauvignon blanc,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN1,45000.0,2012.0,750.0
162300,Ciao Moscato,칸티네 스가르지 루이지 SRL Cantine Sgarzi Luigi SRL,이탈리아 Italy,,,,,Moscato,,,,,,,,,,,,White,"Appetizer, Dessert",8,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,5000.0,,200.0
161496,Rex Goliath Cabernet Sauvignon,HRM 렉스 골리앗 와이너리 HRM Rex-Goliath Winery,미국 U.S.A,Cabernet Sauvignon,,,,,,,,,,,,,,,,Red,Table,13,15~17,SWEET2,ACIDITY4,BODY4,TANNIN4,30000.0,,750.0
163590,"Tenuta di Arceno Arcanum, Valadorna",테누타 디 아르체노 Tenuta di Arceno,이탈리아 Italy,토스카나 Toscana,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,Petit Verdot,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,280000.0,2013.0,750.0
159910,"Billecart Salmon, Extra Brut",빌까르 살몽 Billecart-Salmon,프랑스 France,샹파뉴 Champagne,,,,Pinot Meunier,Pinot Noir,Chardonnay,,,,,,,,,,Sparkling,Appetizer,,,SWEET1,ACIDITY5,BODY2,TANNIN1,108000.0,,750.0
152377,"Castello di Ama, Vinsanto",카스텔로 디 아마 (까스텔로 디 아마)  Castello di Ama,이탈리아 Italy,토스카나 Toscana,,,,Malvasia Bianca,Trebbiano,,,,,,,,,,,White,Dessert,15,8~10,SWEET5,ACIDITY3,BODY5,TANNIN1,130000.0,2013.0,375.0
142984,"Bell, Syrah",벨 Bell,미국 U.S.A,캘리포니아 California,시에라 풋힐즈 Sierra Foothills,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,110000.0,2002.0,750.0
152920,Eden Springs High Eden Shiraz,가트 와인즈 Gatt Wines,호주 Australia,사우스 오스트레일리아 South Australia,에덴 밸리 Eden Valley,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,150000.0,2011.0,750.0
161426,Chris Ringland CR Shiraz,크리스 링랜드 Chris Ringland,호주 Australia,사우스 오스트레일리아 South Australia,바로사 밸리 Barossa Valley,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,15,17~19,SWEET1,ACIDITY3,BODY5,TANNIN4,75000.0,2017.0,750.0
137333,Jean Luc Colombo Cotes du Rhone  'Les Abeilles' Rouge,장 뤽 콜롬보 Jean Luc Colombo,프랑스 France,론 Rhone,꼬뜨 뒤 론 Cotes du Rhone,,,Grenache,Syrah & Shiraz,mourvedre,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,39000.0,2013.0,750.0
165026,"Alvaro Palacios, La Faraona",알바로 팔라시오스  Alvaro Palacios,스페인 Spain,비에르소 Bierzo,,,,Mencia,,,,,,,,,,,,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,2000000.0,2016.0,750.0
154735,"Famiglia Marrone, Langhe Chardonnay 'Memundis'",파밀리아 마로네 Famiglia Marrone,이탈리아 Italy,피에몬테 Piemonte,랑게 Langhe,,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN1,60000.0,2017.0,750.0
141899,"Casas Patronales, Reserva Cabernet Sauvignon",까사 페트로날레스 Casas Patronales,칠레 Chile,마울레 밸리 Maule Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,35000.0,2008.0,750.0
158597,"Santa Digna, Gran Reserva Syrah",미구엘 토레스 Miguel Torres,칠레 Chile,센트럴 밸리 Central Valley,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,27000.0,2018.0,750.0
162519,Alambre Moscatel Roxo de Setubal,호세 마리아 폰세카 Jose Maria da Fonseca,포르투갈 Portugal,세투발 페닌슐라 Setubal Peninsula,세투발 Setubal,뮈스까 로소 쁘띠 그랑,,,,,,,,,,,,,,Fortified,Dessert,17~18,10~16,SWEET5,ACIDITY2,BODY5,TANNIN2,70000.0,2011.0,750.0
160768,Akakies Rose,끼르야니 Kir Yianni,그리스 Greece,마케도니아 Macedonia,아민테오 Amynteo,,,Xinomavro,,,,,,,,,,,,Rose,"Appetizer, Table",12,8~10,SWEET1,ACIDITY4,BODY3,TANNIN2,33000.0,2015.0,750.0
143163,Chateau de France White,샤또 드 프랑스 Chateau de France,프랑스 France,보르도 Bordeaux,,,,Blend,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN1,108000.0,,750.0
146834,"Bellavista, la Scala",벨라비스타 Bellavista,이탈리아 Italy,롬바르디아 Lombardia,,,,Chardonnay,Pinot Nero,,,,,,,,,,,Sparkling,"Appetizer, Table",12~13,6~8,SWEET1,ACIDITY4,BODY3,TANNIN1,166000.0,2015.0,750.0
168704,"Leopard’s Leap, Cuvee Brut ",레오파드 립 Leopard's Leap,남아프리카 공화국 the Republic of South Africa,코스탈 리젼 Coastal Region,팔 Paarl,,,Chardonnay,Chenin Blanc,,,,,,,,,,,Sparkling,"Appetizer, Table",12~13,6~8,SWEET1,ACIDITY5,BODY2,TANNIN1,40000.0,,750.0
142357,Baron Romero White,스페인 기타 와인 생산자 Spain Etc.,스페인 Spain,,,,,Blend,,,,,,,,,,,,White,Table,11,16~18,SWEET1,ACIDITY3,BODY3,TANNIN1,15000.0,,750.0
161993,Domaine J.A. Ferret Pouilly-Fusse Tete de Cru 'Le Clos',루이 자도 Louis Jadot,프랑스 France,부르고뉴 Bourgogne,마꼬네 Maconnais,뿌이-퓌세 Pouilly-Fuisse,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN1,89000.0,2013.0,750.0
147597,"Tenuta Sette Ponti, Feudo Maccari Nero d'Avola",테누타 세테 퐁티 Tenuta Sette Ponti,이탈리아 Italy,시칠리아 Sicilia,,,,Nero d'Avola,Syrah & Shiraz,,,,,,,,,,,Red,Table,14,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,46000.0,2008.0,750.0
150017,"Santa Ana, Chardonnay",산타 아나 Santa Ana  (Bodegas Santa Ana),아르헨티나 Argentina,산 후안 San Juan,,,,Chardonnay,,,,,,,,,,,,White,Table,13,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,29000.0,2009.0,750.0
142807,"Pierre Andre, Meursault",삐에르 앙드레 Pierre Andre,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 본 Cote de Beaune,,,Chardonnay,,,,,,,,,,,,White,Table,13,10~12,SWEET1,ACIDITY4,BODY4,TANNIN1,165000.0,2004.0,750.0
164528,"Scott Paul, La Paulee Pinot Noir",스캇 폴 와이너리 Scott Paul Winery,미국 U.S.A,오리건 Oregon,윌라메트 밸리 Willamette Valley,,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,13~15,SWEET1,ACIDITY5,BODY3,TANNIN3,150000.0,2014.0,750.0
143804,"Tollot Beaut, Bourgogne Blanc",톨로 뷰트 Tollot Beaut,프랑스 France,부르고뉴 Bourgogne,,,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN1,89000.0,2005.0,750.0
168521,Animus Vinho Verde,빈센테 파리아 비뉴스 Vincente Faria VInhos,포르투갈 Portugal,비뉴 베르데 Vinho Verde,,,,Loureiro,Arinto,,,,,,,,,,,White,Table,10~11,8~10,SWEET1,ACIDITY3,BODY2,TANNIN1,43000.0,2019.0,750.0
151694,"Domaine Emmanuel Rouget, Nuits St Georges ",도멘 엠마뉴엘 후제 Domaine Emmanuel Rouget,프랑스 France,부르고뉴 Bourgogne,꼬뜨 드 뉘 Cote de Nuits,뉘-생-조르쥬 Nuits-St-Georges,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,300000.0,2007.0,750.0
